央视卫视,#genre#
四川卫视,http://110.241.189.42:808/hls/31/index.m3u8
四川卫视,http://60.9.236.96:50003/hls/48/index.m3u8
四川卫视,http://123.182.247.236:8092/hls/41/index.m3u8
天津卫视,http://110.241.189.42:808/hls/22/index.m3u8
天津卫视,http://123.10.78.178:808/hls/38/index.m3u8
天津卫视,http://123.182.247.236:8092/hls/25/index.m3u8
天津卫视,http://58.17.48.228:808/hls/42/index.m3u8
宁夏卫视,http://60.9.236.96:50003/hls/62/index.m3u8
宁夏卫视,http://182.46.8.205:8018/hls/68/index.m3u8
宁夏卫视,http://110.241.189.42:808/hls/41/index.m3u8
宁夏卫视,http://58.17.48.228:808/hls/65/index.m3u8
安徽卫视,http://182.46.8.205:8018/hls/48/index.m3u8
安徽卫视,http://110.241.189.42:808/hls/29/index.m3u8
安徽卫视,http://123.10.78.178:808/hls/40/index.m3u8
安徽卫视,http://111.61.236.247:9081/hls/27/index.m3u8
安徽卫视,http://60.9.236.96:50003/hls/46/index.m3u8
安徽卫视,http://123.182.247.236:8092/hls/29/index.m3u8
安徽卫视,http://58.17.48.228:808/hls/36/index.m3u8
山东卫视,http://123.10.78.178:808/hls/39/index.m3u8
山东卫视,http://58.17.48.228:808/hls/43/index.m3u8
山东卫视,http://111.61.236.247:9081/hls/31/index.m3u8
山东卫视,http://60.9.236.96:50003/hls/42/index.m3u8
山东卫视,http://123.182.247.236:8092/hls/27/index.m3u8
山东卫视,http://182.46.8.205:8018/hls/20/index.m3u8
山东教育卫视,http://182.46.8.205:8018/hls/16/index.m3u8
山西卫视,http://110.241.189.42:808/hls/38/index.m3u8
山西卫视,http://60.9.236.96:50003/hls/58/index.m3u8
山西卫视,http://182.46.8.205:8018/hls/70/index.m3u8
山西卫视,http://123.10.78.178:808/hls/56/index.m3u8
山西卫视,http://58.17.48.228:808/hls/57/index.m3u8
山西卫视,http://111.61.236.247:9081/hls/47/index.m3u8
广东卫视,http://182.46.8.205:8018/hls/57/index.m3u8
广东卫视,http://123.10.78.178:808/hls/51/index.m3u8
广东卫视,http://60.9.236.96:50003/hls/43/index.m3u8
广东卫视,http://123.182.247.236:8092/hls/42/index.m3u8
广东卫视,http://58.17.48.228:808/hls/45/index.m3u8
广西卫视,http://110.241.189.42:808/hls/35/index.m3u8
广西卫视,http://182.46.8.205:8018/hls/58/index.m3u8
广西卫视,http://60.9.236.96:50003/hls/56/index.m3u8
广西卫视,http://58.17.48.228:808/hls/44/index.m3u8
新疆卫视,http://123.10.78.178:808/hls/63/index.m3u8
新疆卫视,http://182.46.8.205:8018/hls/76/index.m3u8
新疆卫视,http://60.9.236.96:50003/hls/64/index.m3u8
新疆卫视,http://123.182.247.236:8092/hls/47/index.m3u8
新疆卫视,http://111.61.236.247:9081/hls/53/index.m3u8
旅游卫视,http://123.182.247.236:8092/hls/48/index.m3u8
旅游卫视,http://111.61.236.247:9081/hls/50/index.m3u8
旅游卫视,http://110.241.189.42:808/hls/45/index.m3u8
江苏卫视,http://123.10.78.178:808/hls/71/index.m3u8
江苏卫视,http://111.61.236.247:9081/hls/26/index.m3u8
江苏卫视,http://60.9.236.96:50003/hls/37/index.m3u8
江苏卫视,http://58.17.48.228:808/hls/34/index.m3u8
江苏卫视,http://182.46.8.205:8018/hls/51/index.m3u8
江苏卫视,http://110.241.189.42:808/hls/20/index.m3u8
江西卫视,http://123.10.78.178:808/hls/42/index.m3u8
江西卫视,http://60.9.236.96:50003/hls/52/index.m3u8
江西卫视,http://58.17.48.228:808/hls/17/index.m3u8
河北卫视,http://110.241.189.42:808/hls/18/index.m3u8
河北卫视,http://111.61.236.247:9081/hls/17/index.m3u8
河北卫视,http://60.9.236.96:50003/hls/22/index.m3u8
河北卫视,http://123.182.247.236:8092/hls/15/index.m3u8
河南卫视,http://60.9.236.96:50003/hls/50/index.m3u8
河南卫视,http://123.182.247.236:8092/hls/28/index.m3u8
河南卫视,http://123.10.78.178:808/hls/17/index.m3u8
浙江卫视,http://110.241.189.42:808/hls/26/index.m3u8
浙江卫视,http://60.9.236.96:50003/hls/36/index.m3u8
浙江卫视,http://182.46.8.205:8018/hls/52/index.m3u8
浙江卫视,http://123.182.247.236:8092/hls/32/index.m3u8
浙江卫视,http://58.17.48.228:808/hls/32/index.m3u8
浙江卫视,http://111.61.236.247:9081/hls/25/index.m3u8
深圳卫视,http://60.9.236.96:50003/hls/41/index.m3u8
深圳卫视,http://182.46.8.205:8018/hls/72/index.m3u8
深圳卫视,http://123.10.78.178:808/hls/41/index.m3u8
深圳卫视,http://111.61.236.247:9081/hls/38/index.m3u8
深圳卫视,http://123.182.247.236:8092/hls/35/index.m3u8
湖北卫视,http://123.10.78.178:808/hls/43/index.m3u8
湖北卫视,http://110.241.189.42:808/hls/30/index.m3u8
湖北卫视,http://111.61.236.247:9081/hls/39/index.m3u8
湖北卫视,http://60.9.236.96:50003/hls/47/index.m3u8
湖北卫视,http://58.17.48.228:808/hls/53/index.m3u8
湖南卫视,http://123.10.78.178:808/hls/33/index.m3u8
湖南卫视,http://182.46.8.205:8018/hls/50/index.m3u8
湖南卫视,http://111.61.236.247:9081/hls/24/index.m3u8
湖南卫视,http://60.9.236.96:50003/hls/35/index.m3u8
湖南卫视,http://58.17.48.228:808/hls/31/index.m3u8
甘肃卫视,http://182.46.8.205:8018/hls/56/index.m3u8
西藏卫视,http://60.9.236.96:50003/hls/63/index.m3u8
西藏卫视,http://182.46.8.205:8018/hls/75/index.m3u8
西藏卫视,http://123.182.247.236:8092/hls/46/index.m3u8
西藏卫视,http://110.241.189.42:808/hls/42/index.m3u8
贵州卫视,http://60.9.236.96:50003/hls/51/index.m3u8
贵州卫视,http://123.182.247.236:8092/hls/40/index.m3u8
贵州卫视,http://110.241.189.42:808/hls/49/index.m3u8
贵州卫视,http://58.17.48.228:808/hls/58/index.m3u8
辽宁卫视,http://123.10.78.178:808/hls/48/index.m3u8
辽宁卫视,http://111.61.236.247:9081/hls/30/index.m3u8
辽宁卫视,http://60.9.236.96:50003/hls/45/index.m3u8
重庆卫视,http://182.46.8.205:8018/hls/53/index.m3u8
重庆卫视,http://123.182.247.236:8092/hls/26/index.m3u8
重庆卫视,http://123.10.78.178:808/hls/50/index.m3u8
重庆卫视,http://111.61.236.247:9081/hls/41/index.m3u8
重庆卫视,http://60.9.236.96:50003/hls/49/index.m3u8
重庆卫视,http://110.241.189.42:808/hls/33/index.m3u8
陕西卫视,http://60.9.236.96:50003/hls/57/index.m3u8
陕西卫视,http://123.10.78.178:808/hls/57/index.m3u8
陕西卫视,http://111.61.236.247:9081/hls/46/index.m3u8
陕西卫视,http://123.182.247.236:8092/hls/37/index.m3u8
陕西卫视,http://58.17.48.228:808/hls/49/index.m3u8
陕西卫视,http://110.241.189.42:808/hls/37/index.m3u8
青海卫视,http://60.9.236.96:50003/hls/61/index.m3u8
青海卫视,http://123.10.78.178:808/hls/60/index.m3u8
青海卫视,http://111.61.236.247:9081/hls/49/index.m3u8
青海卫视,http://182.46.8.205:8018/hls/69/index.m3u8
黑龙江卫视,http://182.46.8.205:8018/hls/63/index.m3u8
黑龙江卫视,http://123.182.247.236:8092/hls/31/index.m3u8
黑龙江卫视,http://58.17.48.228:808/hls/54/index.m3u8
黑龙江卫视,http://110.241.189.42:808/hls/27/index.m3u8
黑龙江卫视,http://60.9.236.96:50003/hls/44/index.m3u8
CETV1,http://60.9.236.96:50003/hls/69/index.m3u8
QTV1,http://182.46.8.205:8018/hls/32/index.m3u8
CETV2,http://60.9.236.96:50003/hls/70/index.m3u8
QTV2,http://182.46.8.205:8018/hls/33/index.m3u8
CETV4,http://60.9.236.96:50003/hls/71/index.m3u8
QTV4,http://182.46.8.205:8018/hls/35/index.m3u8
QTV5,http://182.46.8.205:8018/hls/36/index.m3u8
QTV6,http://182.46.8.205:8018/hls/37/index.m3u8
CGTN,http://123.10.78.178:808/hls/16/index.m3u8
IPTV法制,http://123.10.78.178:808/hls/83/index.m3u8
IPTV相声,http://123.10.78.178:808/hls/81/index.m3u8
世界地理,http://111.61.236.247:9081/hls/62/index.m3u8
中国气象,http://182.46.8.205:8018/hls/39/index.m3u8
优曼卡通,http://182.46.8.205:8018/hls/45/index.m3u8
优漫卡通,http://58.17.48.228:808/hls/40/index.m3u8
军事,http://123.10.78.178:808/hls/93/index.m3u8
动作影院,http://123.10.78.178:808/hls/97/index.m3u8
动作电影,http://182.46.8.205:8018/hls/83/index.m3u8
卡酷,http://60.9.236.96:50003/hls/72/index.m3u8
卡酷动画,http://123.10.78.178:808/hls/64/index.m3u8
卡酷少儿,http://58.17.48.228:808/hls/39/index.m3u8
卡酷少儿,http://110.241.189.42:808/hls/46/index.m3u8
嘉佳卡通,http://123.10.78.178:808/hls/66/index.m3u8
国学,http://58.17.48.228:808/hls/30/index.m3u8
女性时尚,http://111.61.236.247:9081/hls/59/index.m3u8
少儿动画,http://123.10.78.178:808/hls/76/index.m3u8
少儿科教,http://60.9.236.96:50003/hls/26/index.m3u8
山东体育,http://182.46.8.205:8018/hls/22/index.m3u8
山东公共,http://182.46.8.205:8018/hls/23/index.m3u8
山东影视,http://182.46.8.205:8018/hls/19/index.m3u8
山东教育,http://60.9.236.96:50003/hls/74/index.m3u8
山东生活,http://182.46.8.205:8018/hls/26/index.m3u8
山东综艺,http://182.46.8.205:8018/hls/18/index.m3u8
山东齐鲁,http://182.46.8.205:8018/hls/17/index.m3u8
廊坊公共,http://111.61.236.247:9081/hls/56/index.m3u8
影院,http://123.10.78.178:808/hls/98/index.m3u8
怀旧剧场,http://110.241.189.42:808/hls/56/index.m3u8
怀旧剧场,http://111.61.236.247:9081/hls/67/index.m3u8
戏曲,http://58.17.48.228:808/hls/9/index.m3u8
收视指南,http://123.10.78.178:808/hls/75/index.m3u8
早教,http://123.10.78.178:808/hls/92/index.m3u8
武术,http://182.46.8.205:8018/hls/29/index.m3u8
武术世界,http://111.61.236.247:9081/hls/60/index.m3u8
江西七套,http://58.17.48.228:808/hls/23/index.m3u8
江西二套,http://58.17.48.228:808/hls/18/index.m3u8
江西五套,http://58.17.48.228:808/hls/21/index.m3u8
江西六套,http://58.17.48.228:808/hls/22/index.m3u8
江西四套,http://58.17.48.228:808/hls/20/index.m3u8
河北公共,http://111.61.236.247:9081/hls/22/index.m3u8
河北公共,http://123.182.247.236:8092/hls/20/index.m3u8
河北公共,http://110.241.189.42:808/hls/62/index.m3u8
河北公共,http://60.9.236.96:50003/hls/27/index.m3u8
河北农民,http://111.61.236.247:9081/hls/23/index.m3u8
河北农民,http://110.241.189.42:808/hls/63/index.m3u8
河北农民,http://60.9.236.96:50003/hls/28/index.m3u8
河北少儿,http://110.241.189.42:808/hls/61/index.m3u8
河北少儿科教,http://111.61.236.247:9081/hls/21/index.m3u8
河北影视,http://111.61.236.247:9081/hls/20/index.m3u8
河北影视,http://123.182.247.236:8092/hls/18/index.m3u8
河北影视,http://110.241.189.42:808/hls/60/index.m3u8
河北影视,http://60.9.236.96:50003/hls/25/index.m3u8
河北经济,http://123.182.247.236:8092/hls/17/index.m3u8
河北经济,http://110.241.189.42:808/hls/58/index.m3u8
河北经济,http://111.61.236.247:9081/hls/18/index.m3u8
河北经济,http://60.9.236.96:50003/hls/23/index.m3u8
河北都市,http://110.241.189.42:808/hls/59/index.m3u8
河北都市,http://111.61.236.247:9081/hls/19/index.m3u8
河北都市,http://60.9.236.96:50003/hls/24/index.m3u8
河南国际,http://123.10.78.178:808/hls/26/index.m3u8
河南文物宝库,http://123.10.78.178:808/hls/28/index.m3u8
河南新闻,http://123.10.78.178:808/hls/22/index.m3u8
河南梨园,http://123.10.78.178:808/hls/27/index.m3u8
河南民生,http://123.10.78.178:808/hls/19/index.m3u8
河南移动电视,http://123.10.78.178:808/hls/31/index.m3u8
河南都市,http://123.10.78.178:808/hls/18/index.m3u8
海看大片,http://182.46.8.205:8018/hls/60/index.m3u8
漯河公共,http://123.10.78.178:808/hls/78/index.m3u8
潍坊新闻,http://182.46.8.205:8018/hls/27/index.m3u8
潍坊都市,http://182.46.8.205:8018/hls/28/index.m3u8
炫动卡通,http://182.46.8.205:8018/hls/42/index.m3u8
炫动卡通,http://58.17.48.228:808/hls/38/index.m3u8
热播剧场,http://182.46.8.205:8018/hls/80/index.m3u8
热播剧场,http://123.10.78.178:808/hls/82/index.m3u8
爱大剧,http://123.10.78.178:808/hls/101/index.m3u8
环球奇观,http://111.61.236.247:9081/hls/63/index.m3u8
石家庄生活,http://123.182.247.236:8092/hls/22/index.m3u8
经典电影,http://182.46.8.205:8018/hls/82/index.m3u8
经典电影,http://123.10.78.178:808/hls/79/index.m3u8
美食天府,http://182.46.8.205:8018/hls/40/index.m3u8
衡水公共,http://60.9.236.96:50003/hls/33/index.m3u8
衡水新闻,http://60.9.236.96:50003/hls/32/index.m3u8
谍战剧场,http://182.46.8.205:8018/hls/81/index.m3u8
足球,http://110.241.189.42:808/hls/55/index.m3u8
都市剧场,http://58.17.48.228:808/hls/67/index.m3u8
金鹰卡通,http://182.46.8.205:8018/hls/43/index.m3u8
金鹰卡通,http://58.17.48.228:808/hls/37/index.m3u8
金鹰卡通,http://123.10.78.178:808/hls/65/index.m3u8
金鹰卡通,http://111.61.236.247:9081/hls/66/index.m3u8
金鹰卡通,http://110.241.189.42:808/hls/50/index.m3u8
金鹰纪实,http://123.10.78.178:808/hls/72/index.m3u8
金鹰纪实,http://60.9.236.96:50003/hls/67/index.m3u8
陕西农林,http://58.17.48.228:808/hls/50/index.m3u8
音乐现场,http://123.10.78.178:808/hls/85/index.m3u8
风云剧场,http://110.241.189.42:808/hls/57/index.m3u8
风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
高密新闻,http://182.46.8.205:8018/hls/31/index.m3u8


虎牙轮播,#genre#
虎牙-【周星星】星爷经典不间断,https://www.goodiptv.club/huya/11342412
虎牙-超级英雄电影,https://www.goodiptv.club/huya/11352950
虎牙-怪兽打架x异形世界,https://www.goodiptv.club/huya/21059577
虎牙-搞笑奇葩僵尸,https://www.goodiptv.club/huya/11342422
虎牙-娱乐bb机,https://www.goodiptv.club/huya/29982635
虎牙-科技这样玩,https://www.goodiptv.club/huya/11602033
虎牙-怪兽宇宙电影,https://www.goodiptv.club/huya/29982674
虎牙-西九龙冠希哥,https://www.goodiptv.club/huya/21059579
虎牙-傲笑红尘君,https://www.goodiptv.club/huya/29982645
虎牙-冬日暖心猫,https://www.goodiptv.club/huya/29982669
虎牙-诺兰电影，科幻史诗巨作！,https://www.goodiptv.club/huya/30080257
虎牙-昔日女神柳清茶,https://www.goodiptv.club/huya/11279247
虎牙-一只邪恶小棕熊,https://www.goodiptv.club/huya/30080224
虎牙-阿杰cxj,https://www.goodiptv.club/huya/30080234
虎牙-欧美娱乐,https://www.goodiptv.club/huya/21059574
虎牙-看似斐濟,https://www.goodiptv.club/huya/26355780
虎牙-花开又三年,https://www.goodiptv.club/huya/20985852
虎牙-动作大片放映厅,https://www.goodiptv.club/huya/10871113
虎牙-舞王驾到,https://www.goodiptv.club/huya/11342438
虎牙-是红鲤鱼绿鲤鱼与驴,https://www.goodiptv.club/huya/21059561
虎牙21059580-魔法世界,https://www.goodiptv.club/huya/21059580
虎牙21059581-巨石强森,https://www.goodiptv.club/huya/21059581
虎牙21059585詹姆斯邦德,https://www.goodiptv.club/huya/21059585
虎牙21059588-杰森·斯坦森,https://www.goodiptv.club/huya/21059588
虎牙-26355802-漫威,https://www.goodiptv.club/huya/26355802
虎牙-动作片-11602077,https://www.goodiptv.club/huya/11602077
虎牙-看救援电影,https://www.goodiptv.club/huya/21059586
虎牙-猫和老鼠,https://www.goodiptv.club/huya/11352879
虎牙-电锯惊魂系列,https://www.goodiptv.club/huya/11352903
虎牙-玄幻-11342414,https://www.goodiptv.club/huya/11342414
虎牙-刘德华11342424,https://www.goodiptv.club/huya/11342424
虎牙-经典高智商,https://www.goodiptv.club/huya/11352962
虎牙-经典好片,https://www.goodiptv.club/huya/11342427
虎牙-Eric次元宝贝,https://www.goodiptv.club/huya/21059552
电影55,https://www.goodiptv.club/huya/23652317
电影77,https://www.goodiptv.club/huya/11601971

虎牙-【周星星】星爷经典不间断,https://live.iill.top/huya/11342412
虎牙-超级英雄电影,https://live.iill.top/huya/11352950
虎牙-怪兽打架x异形世界,https://live.iill.top/huya/21059577
虎牙-搞笑奇葩僵尸,https://live.iill.top/huya/11342422
虎牙-娱乐bb机,https://live.iill.top/huya/29982635
虎牙-科技这样玩,https://live.iill.top/huya/11602033
虎牙-怪兽宇宙电影,https://live.iill.top/huya/29982674
虎牙-西九龙冠希哥,https://live.iill.top/huya/21059579
虎牙-傲笑红尘君,https://live.iill.top/huya/29982645
虎牙-冬日暖心猫,https://live.iill.top/huya/29982669
虎牙-诺兰电影，科幻史诗巨作！,https://live.iill.top/huya/30080257
虎牙-昔日女神柳清茶,https://live.iill.top/huya/11279247
虎牙-一只邪恶小棕熊,https://live.iill.top/huya/30080224
虎牙-阿杰cxj,https://live.iill.top/huya/30080234
虎牙-欧美娱乐,https://live.iill.top/huya/21059574
虎牙-看似斐濟,https://live.iill.top/huya/26355780
虎牙-花开又三年,https://live.iill.top/huya/20985852
虎牙-动作大片放映厅,https://live.iill.top/huya/10871113
虎牙-舞王驾到,https://live.iill.top/huya/11342438
虎牙-是红鲤鱼绿鲤鱼与驴,https://live.iill.top/huya/21059561
虎牙21059580-魔法世界,https://live.iill.top/huya/21059580
虎牙21059581-巨石强森,https://live.iill.top/huya/21059581
虎牙21059585詹姆斯邦德,https://live.iill.top/huya/21059585
虎牙21059588-杰森·斯坦森,https://live.iill.top/huya/21059588
虎牙-26355802-漫威,https://live.iill.top/huya/26355802
虎牙-动作片-11602077,https://live.iill.top/huya/11602077
虎牙-看救援电影,https://live.iill.top/huya/21059586
虎牙-猫和老鼠,https://live.iill.top/huya/11352879
虎牙-电锯惊魂系列,https://live.iill.top/huya/11352903
虎牙-玄幻-11342414,https://live.iill.top/huya/11342414
虎牙-刘德华11342424,https://live.iill.top/huya/11342424
虎牙-经典高智商,https://live.iill.top/huya/11352962
虎牙-经典好片,https://live.iill.top/huya/11342427
虎牙-Eric次元宝贝,https://live.iill.top/huya/21059552
电影55,https://live.iill.top/huya/23652317
电影77,https://live.iill.top/huya/11601971


影视-斗鱼,#genre#
斗鱼20415,https://www.goodiptv.club/douyu/20415
斗鱼2793084,https://www.goodiptv.club/douyu/2793084
斗鱼252802,https://www.goodiptv.club/douyu/252802
斗鱼36337,https://www.goodiptv.club/douyu/36337
斗鱼7254536,https://www.goodiptv.club/douyu/7254536
斗鱼3811092,https://www.goodiptv.club/douyu/3811092
斗鱼9651304,https://www.goodiptv.club/douyu/9651304
斗鱼6140589-漫威影片,https://www.goodiptv.club/douyu/6140589
斗鱼8770422-豆瓣高分,https://www.goodiptv.club/douyu/8770422
斗鱼52787-豆瓣高分2,https://www.goodiptv.club/douyu/52787
斗鱼-恐怖经典1165374,https://www.goodiptv.club/douyu/1165374
斗鱼96577-惊悚影院,https://www.goodiptv.club/douyu/96577
斗鱼74374,https://www.goodiptv.club/douyu/74374
斗鱼11553944,https://www.goodiptv.club/douyu/11553944
斗鱼508118,https://www.goodiptv.club/douyu/508118
斗鱼7882691,https://www.goodiptv.club/douyu/7882691
斗鱼263824,https://www.goodiptv.club/douyu/263824
斗鱼431460,https://www.goodiptv.club/douyu/431460
斗鱼4332科幻动作,https://www.goodiptv.club/douyu/4332
斗鱼434971,https://www.goodiptv.club/douyu/434971
译制国语2436390,https://www.goodiptv.club/douyu/2436390
斗鱼1377142,https://www.goodiptv.club/douyu/1377142
斗鱼电影122402,https://www.goodiptv.club/douyu/122402
斗鱼电影85894,https://www.goodiptv.club/douyu/85894
斗鱼2935323,https://www.goodiptv.club/douyu/2935323
斗鱼4246519,https://www.goodiptv.club/douyu/4246519
斗鱼5033502,https://www.goodiptv.club/douyu/5033502
斗鱼310926,https://www.goodiptv.club/douyu/310926
斗鱼338759,https://www.goodiptv.club/douyu/338759
粤语电影6566671,https://www.goodiptv.club/douyu/6566671
斗鱼4549169,https://www.goodiptv.club/douyu/4549169
特辑影院-斗鱼3637778,https://www.goodiptv.club/douyu/363778
斗鱼9249162,https://www.goodiptv.club/douyu/9249162
斗鱼4505431,https://www.goodiptv.club/douyu/4505431
斗鱼11963794,https://www.goodiptv.club/douyu/11963794
斗鱼9470198,https://www.goodiptv.club/douyu/9470198
斗鱼3627728,https://www.goodiptv.club/douyu/3627728
斗鱼5522351,https://www.goodiptv.club/douyu/55223351
斗鱼1735337高分影视,https://www.goodiptv.club/douyu/1735337
斗鱼2838296电视剧HD1,https://www.goodiptv.club/douyu/2838296


测试,#genre#
斗鱼20415,http://openhls-tct.douyucdn2.cn/dyliveflv3/20415rvlRTV5ym_2000.m3u8?txSecret=ece9535baecce1d0898143faa8b980a5&txTime=67cd843e&token=h5-douyu-0-3811092-bc1c390cf9738ddbbf1e797d472244ea&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=410149083
斗鱼2793084,http://openhls-tct.douyucdn2.cn/dyliveflv3/2793084rvlRTV5ym_2000.m3u8?txSecret=ece9535baecce1d0898143faa8b980a5&txTime=67cd843e&token=h5-douyu-0-3811092-bc1c390cf9738ddbbf1e797d472244ea&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=410149083
斗鱼252802,http://openhls-tct.douyucdn2.cn/dyliveflv3/252802rvlRTV5ym_2000.m3u8?txSecret=ece9535baecce1d0898143faa8b980a5&txTime=67cd843e&token=h5-douyu-0-3811092-bc1c390cf9738ddbbf1e797d472244ea&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=410149083
斗鱼36337,http://openhls-tct.douyucdn2.cn/dyliveflv3/36337rvlRTV5ym_2000.m3u8?txSecret=ece9535baecce1d0898143faa8b980a5&txTime=67cd843e&token=h5-douyu-0-3811092-bc1c390cf9738ddbbf1e797d472244ea&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=410149083
斗鱼7254536,http://openhls-tct.douyucdn2.cn/dyliveflv3/7254536rvlRTV5ym_2000.m3u8?txSecret=ece9535baecce1d0898143faa8b980a5&txTime=67cd843e&token=h5-douyu-0-3811092-bc1c390cf9738ddbbf1e797d472244ea&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=410149083
